ISBN,Author,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date
1590171624,Henry James Jr.,New York Review Books,813/.4,PS2112 .T65 2005,The New York stories of Henry James,nan,New York,38.0,7.5,2005
019283360X,Geoffrey Chaucer,"Oxford University Press, USA",nan,nan,The Canterbury Tales (Oxford World's Classics),412,nan,21.2,12.782608695652174,1998
014042234X,Geoffrey Chaucer,Penguin Classics,nan,nan,The Canterbury Tales,1328,nan,21.2,12.782608695652174,2005
039475526X,ʻAbd al-Raḥmān Munīf,Vintage Books,892/.736,PJ7850.U514 M8413 1989,Cities of salt,627,New York,0,7.666666666666667,1989
1568813074,nan,AK Peters,nan,nan,Advanced Global Illumination,366,nan,0,0.0,2006
074754655X,David Guterson,Bloomsbury Publishing PLC,nan,nan,Snow Falling on Cedars,404,nan,5.1,27.892857142857142,1999
1558745157,David J. Pelzer,Health Communications,362.7/6/092,HV881 .P45 1997,The lost boy,340,"Deerfield Beach, Fla",27.0,0.3448275862068966,1997
1565848268,Howard Zinn,New Press,nan,nan,A people's history of the United States,619,New York,35.0,43.77777777777778,2003
039574010X,Jonathan Hale,Houghton Mifflin,nan,nan,The Old Way of Seeing,256,nan,35.0,44.666666666666664,1995
006091307X,Thomas Pynchon,Perennial Library,813/.54 ,PS3566.Y55  C79 1986,The crying of lot 49,183,New York,46.0,0.7777777777777778,nan
094089548X,Rolland Hein,Cornerstone Press Chicago,820.9/3823,PN49 .H345 2002,Christian mythmakers,303,Chicago,0.0,15.272727272727273,2002
1419154079,Friedrich Nietzsche,Kessinger Publishing,nan,nan,The Birth Of Tragedy,84,nan,0,23.705882352941178,2004
140015068X,Mark Twain,Tantor Media,nan,nan,The Tragedy of Pudd'nhead Wilson,nan,nan,0,0,2002
1559704640,E. M. Cioran,Arcade Pub.,128,BD450 .C5413 1998,A short history of decay,181,New York,0,0.6,1998
078690206X,Tanya Huff,"TSR, Inc.",813/.54,PS3558.U324 S36 1995,Scholar of decay,313,"Lake Geneva, WI",0,83.5,1995
052594978X,Tracy Chevalier,Dutton,813/.54,PS3553.H4367 B87 2007,Burning bright,nan,New York,20.0,4.333333333333333,2007
3471772537,Tracy Chevalier,List,nan,nan,Wenn Engel fallen. Roman.,384,nan,0,0,2002
1857093313,nan,National Gallery London,nan,nan,Tom Hunter,80,nan,0,0,2006
1421506130,Tite Kubo,Viz,nan,nan,Bleach.,178,"San Francisco, CA",1.0,24.22222222222222,2006
1591164419,Tite Kubo,BleachCenter1,nan,nan,Bleach Volume 1,200,nan,1.0,2.3333333333333335,2015
1421506122,Tite Kubo,Viz,nan,nan,Bleach.,192,"San Francisco, CA",1.0,24.22222222222222,2006
1421502712,Tite Kubo,Viz,nan,nan,Bleach.,206,"San Francisco, CA",1.0,24.22222222222222,2006
1421504030,Tite Kubo,Viz,nan,nan,Bleach.,192,"San Francisco, CA",1.0,24.22222222222222,2006
4088736214,Tsugumi Ohba,Shueisha,nan,nan,Deathnote Vol. 1  (in Japanese),191,nan,0,4.714285714285714,nan
4088736710,Tsugumi Ohba,Shueisha,nan,nan,Deathnote Vol. 4  (in Japanese),202,nan,0,4.714285714285714,nan
4088736524,Tsugumi Ohba,Shueisha,nan,nan,Deathnote Vol. 3  (in Japanese),191,nan,0,4.714285714285714,2004
3257228007,Patrick Süskind,Diogenes,nan,nan,Das Parfum,319,Zürich,12.0,0.5,1994
4088732138,Obihito Kubo,Shueisha,nan,nan,"Bleach, Volume 1 (Japanese Edition)",189,nan,0,2.6,2002
2723442276,Taito Kubo,Glénat,nan,nan,"Bleach, Tome 1 (French Edition)",187,nan,0,0,2003
1587263882,Daniel Defoe,Ann Arbor Media,nan,nan,Robinson Crusoe,288,nan,0.0,3.5970149253731343,2006
1555176801,Mark Twain,Council Press,813/.4,PS1322 .H84 2003,Huck Finn & Tom Sawyer among the Indians,277,"Springville, Utah",0,28.166666666666668,2003
1883011884,Mark Twain,Library of America,813/.4,PS1302 2000,"Huck Finn; Pudd'nhead Wilson; No. 44, the mysterious stranger; and other writings",808,New York,6.714285714285714,4.071428571428571,2000
1594481776,Khaled Hosseini,Riverhead Books,813.6,nan,The Kite Runner,371,"New York, USA",0.75,17.35,2005
8777147200,Khaled Hosseini,nan,nan,nan,Drage Loberen,nan,nan,0,0,nan
1589199502,Louisa May Alcott,RiverOak Pub.,813/.4,PS1016 .H57 2002,Louisa May Alcott's Christmas treasury,282,"Tulsa, Okla",0,201.0,2002
1402713193,Martha Hailey Dubose,Sterling Pub.,[Fic],PZ7.D8542 Se 2005,The secret garden,152,New York,13.0,18.2,2005
1594030863,Thomas Sowell,Encounter Books,nan,nan,Black Rednecks and White Liberals,372,nan,0,17.6,2005
1893007162,nan,Alcoholics Anonymous World Services,362.2/92,HV5275 .W15 2001,Alcoholics Anonymous,575,New York City,0,56.4,2001
345833422X,Elizabeth von Arnim,"Insel, Frankfurt",nan,nan,"April, May und June.",88,nan,0,0,1995
1420925431,E. M. Forster,Digireads.com,nan,nan,A Room With a View,120,nan,16.75,40.333333333333336,2005
1594200823,Michael Pollan,Penguin Press,394.1/2,GT2850 .P65 2006,The Omnivore's Dilemma,450,"New York, USA",10.6,30.84,2006
074326004X,nan,Simon & Schuster,nan,nan,Assassination Vacation,nan,nan,0,0,nan
1594200939,Gordon S. Wood,Penguin Press,973.3092/2,E302.5 .W82 2006,Revolutionary characters,nan,New York,35.0,18.4,2006
1860460585,Ivo Andrić,The Harvill Press,nan,nan,The Bridge Over the Drina,314,nan,0,0,1994
225393321X,nan,LGF,nan,nan,Le Pont sur la Drina,380,nan,0,0,1999
3785533950,Jean Estoril,"Loewe Vlg., Bindlach",nan,nan,Cindy macht ihren Weg. LeseRiese.,340,nan,0,0,1999
3785530889,Jean Estoril,"Loewe Vlg., Bindlach",nan,nan,Cindy träumt vom Tanzen. LeseRiese.,326,nan,0,0,1997
1904919103,Plato,Collector's Library,nan,nan,"Selected Writings from ""Protagoras"", ""Republic"", ""Phaedrus"" and ""Gorgias""",160,nan,0,0,2004
1420926845,Plato,Digireads.com,nan,nan,"Phaedrus, Apology, Crito, And Symposium",144,nan,0,0,2006
8424908872,Plato,Gredos,nan,nan,Diálogos II,461,"Madrid, Spain",0,0.0,1997
1416600302,John Evans,Association for Supervision & Curriculum Deve,nan,nan,"Teaching with the Brain in Mind, Revised 2nd Edition",187,nan,0,0.2857142857142857,2005
1840466383,Angus Gellatly,Icon,150,nan,Introducing mind & brain,176,Thriplow,0,69.85714285714286,2005
007001356X,Isabel Allende,McGraw Hill,468.6/421,PQ8098.1.L54 C84 1995,Diez Cuentos de Eva Luna,225,Boston,0.6666666666666666,39.2,1995
8401381630,Isabel Allende,Plaza & Janés,nan,PQ8098.1.L54 C84 1990b,Cuentos de Eva Luna,246,"Esplugues de Llobregat, Barcelona",0.6666666666666666,39.2,1990
006095129X,Isabel Allende,HarperLibros,863,PQ8098.1.L54 D4 1995,De amor y de sombra,267,"New York, NY",3.0,63.666666666666664,1995
3100478258,Yann Martel,S. Fischer,C813/.54,nan,Schiffbruch mit Tiger,381,Frankfurt am Maim,0.0,2.9722222222222223,2004
3518399608,nan,Suhrkamp,nan,nan,Die Brücke über die Drina.,400,nan,0,0,2003
189044717X,Michael Cunningham,"Grove Press, Open City Books",nan,nan,"Open City, #6",200,nan,0,0,2000
067976397X,Louis de Bernières,Vintage Books,nan,nan,Corelli's mandolin,437,New York,0.3333333333333333,58.916666666666664,1995
068809368X,Colleen McCullough,Morrow,823,PR9619.3.M32 F57 1990,The first man in Rome,896,New York,0.25,54.416666666666664,1990
038071082X,Colleen McCullough,Avon,823,PR9619.3.M32 G7 1991,The grass crown,1077,New York,1.0,72.77777777777777,1992
061870986X,Tim O'Brien,Houghton Mifflin,nan,PS3565.B75 I5  2006,In the Lake of the Woods,303,Boston,17.0,52.333333333333336,2006
8496284530,Nicholas Sparks,Roca Editorial,nan,nan,El Guardian (The Guardian),444,nan,0,4.833333333333333,2005
067003777X,Marisha Pessl,Viking,813/.6,PS3616.E825 S67 2006,Special topics in calamity physics,514,New York,0,87.0,2006
030726422X,Harry G. Frankfurt,Knopf,121,BD171 .F73 2006,On truth,101,New York,0,0.0,2006
074321076X,Sarah Ban Breathnach,Scribner,nan,nan,Sarah Ban Breathnach's Mrs. Sharp's Traditions,256,nan,0,0,2001
1421505479,Kaho Miyasaka,Viz Media,741.5/952,PN6790.J33 M593 2006,Kare,186,"San Francisco, Calif",0,10.25,2006
1421505487,Kaho Miyasaka,VIZ Media LLC,nan,nan,"Kare First Love, Volume 10",208,nan,0,0,2006
087123596X,George MacDonald,Bethany House,823/.8,PR4967 .D3 1984,The tutor's first love,238,"Minneapolis, Minn",4.0,140.5,1984
037306232X,Tessa Kay,silhouette,nan,nan,Boy In White,nan,nan,0,0,1987
1903582415,Justin O'Brien,Merlin Pub.,941.70824092,DA965.H38 O26 2002,The modern prince,212,Dublin,7.0,2.3333333333333335,2002
055323370X,Lucy Maud Montgomery,Bantam,nan,nan,Emily of New Moon,339,New York,0.0,47.75,1951
039305800X,Arthur Conan Doyle,W. W. Norton,823.912,nan,The new annotated Sherlock Holmes,907,New York,0,28.166666666666668,2006
1598870297,Arthur Conan Doyle,Highbridge Audio,nan,nan,Sherlock Holmes,nan,nan,0,3.8,2006
1593082037,Arthur Conan Doyle,Barnes & Noble Classics,823/.8,PR4621 2003,"The Complete Sherlock Holmes, Volume I",nan,"New York, USA",19.666666666666668,16.4,2004
159052201X,Bruce Wilkinson,Multnomah Publishers,248.4,BV4598.3 .W54 2003,The dream giver,157,"Sisters, Or",0,40.25,2003
1400097029,John Banville,Vintage Books,nan,nan,The sea,195,New York,59.0,21.52173913043478,2006
037572530X,John Banville,Vintage,nan,nan,Shroud,272,nan,0.0,50.8,2004
014018533X,Graham Greene,Penguin Classics,nan,nan,The Third Man and The Fallen Idol (Penguin Twentieth-Century Classics),160,nan,0.0,58.42857142857143,1992
037570387X,Zadie Smith,Vintage Books,FIC,PR6069.M59 A97 2002,The autograph man,347,New York,0,0.2,2003
8478886869,Zadie Smith,Salamandra,nan,nan,Dientes Blancos / White Teeth (Narrativa (Salamandra Publisher).),528,nan,0,402.0,2005
3426195461,Zadie Smith,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.",nan,nan,Zähne zeigen.,nan,nan,0,0,2001
1567922694,Herman Melville,D.R. Godine,nan,PS2382 .W3 2004,Selected poems of Herman Melville,465,"Jaffrey, N.H",0,167.0,2004
014200202X,Ian Fleming,Penguin Books,823/.914,PR6056.L4 C37 2002,Casino royale,181,New York,18.5,7.625,2002
1904634001,Jack Kerouac,Enitharmon Press,811.54,nan,Book of Haikus,240,London,0,42.0,2004
1842552473,Noel Streatfeild,Orion Children's Books (an Imprint of The Orion Publishing Group Ltd ),nan,nan,Ballet Shoes,192,nan,0,0.42857142857142855,2004
1405088567,Rumer Godden,Macmillan Children's Books,nan,nan,Miss Happiness and Miss Flower,96,nan,0,0,2006
1589971280,Lisa Whelchel,Tyndale House Publishers,nan,nan,Creative Correction,384,nan,0,402.0,2005
083082605X,Henri Blocher,InterVarsity Press,233/.14,BT720 .B565 2000,Original sin,158,"Downers Grove, IL",0,28.0,2004
1595820159,Michael Jan Friedman,Dark Horse,nan,nan,Aliens,300,nan,0,167.0,2005
1400096472,P. D. James,Vintage,nan,nan,A Taste for Death,480,nan,40.0,66.85714285714286,2005
037575699X,Miguel de Cervantes Saavedra,Modern Library,863/.3,PQ6329 .A2 2001b,The history and adventures of the renowned Don Quixote,1132,New York,2.5,14.956521739130435,2001
1843607409,Lora Leigh,Ellora's Cave,nan,nan,Primal Heat,212,nan,0,81.2,2004
1582430152,Ruth Prawer Jhabvala,Counterpoint,823,PR9499.3.J5 H4 1999,Heat and dust,181,"Washington, D.C",3.0,60.0,1999
2266052357,Jacq,European Book Co,nan,nan,Laffaire Toutankhamon,nan,nan,0,0,nan
070112766X,"Johnson, Diane",Chatto & Windus,813/.52,PS3515.A4347Z/,The life of Dashiell Hammett,344,London,0,1.0,1984
8420466557,nan,Alfaguara,nan,nan,Divorcio a la francesa,388,nan,0,0,2003
408873453X,Akira Toriyama,Shueisha,nan,nan,Dragonball  (Perfect version) Vol. 10 (Dragon Ball (Kanzen ban)),218,nan,0,0,nan
8466617353,Dan Simmons,Ediciones B,nan,nan,Hyperion (Spanish edition),624,nan,0,0.2,2005
1568651759,Dan Simmons,Guildamerica Books,nan,nan,Hyperion Cantos,936,nan,0,0,1996
074720344X,Dan Simmons,Headline,823.914,nan,The fall of Hyperion.,468,nan,0,201.0,1991
2221090276,Dan Simmons,Robert Laffont,nan,nan,La Chute d'Hypérion,561,nan,0,0,2000
3453156390,Dan Simmons,Heyne,nan,nan,Der Sturz von Hyperion.,778,nan,0,0,1999
3453215281,Dan Simmons,Heyne,nan,nan,Die Hyperion- Gesänge.,1449,nan,0,0,2002
2266111574,Dan Simmons,Pocket,nan,nan,"Les cantos d'Hypérion, tome 2 ",nan,nan,0,0,2000
2221089561,Dan Simmons,Robert Laffont,nan,nan,"Le Cycle d'Hypérion, tome 3 ",nan,nan,0,0,1998
2266111396,Dan Simmons,Pocket,nan,nan,"Les Cantos d'Hypérion, tome 1 ",282,nan,0,0.0,2000
2266111566,Dan Simmons,Pocket,nan,nan,"Les Cantos d'Hypérion, tome 1 ",299,nan,0,0.0,1995
8440638736,Dan Simmons,Ediciones B,nan,nan,"Caida de Hyperion, La",nan,nan,0,0,1993
159307171X,Bill Sienkiewicz,Dark Horse Books,nan,nan,Michael Chabon Presents. . .The Amazing Adventures of the Escapist,152,USA,0,0.0,2004
8495501473,Bret Easton Ellis,Suma de Ketras,nan,nan,American psycho,561,Madrid,12.5,15.142857142857142,2000
033048477X,Bret Easton Ellis,Picador,nan,nan,American Psycho,416,nan,12.5,15.142857142857142,2000
1400054206,Ann H. Coulter,Crown Forum,nan,nan,Godless,310,New York,35.0,30.25,2006
1416908161,Pete Hautman,Simon Pulse,[Fic],PZ7.H2887 Go 2004,Godless,198,New York,0,0.25,2005
080701429X,Viktor E. Frankl,Beacon Press,940.53/18092 B,D810.J4 F72713 2006,Man's Search for Meaning,165,"Boston, USA",2.0,5.96875,2006
020161622X,"Hunt, Andrew",Addison-Wesley,nan,QA76.6 .H857 2000,The Pragmatic Programmer,321,"Reading, Mass",0,0.0,2000
1569246815,Ray Oldenburg,Marlowe,nan,HT123 .O52 1999,The great good place,336,New York,35.0,86.4,1999
037572740X,James Ellroy,Vintage,nan,nan,The Cold Six Thousand,688,nan,8.0,63.54545454545455,2002
8173031010,Hermann Hesse,"Pilgrims Publishing,India",nan,nan,Journey to the East,175,nan,0,187.33333333333334,2002
087700238X,Kathleen E. Digan,Revisionist Press,833/.9/12,PT2617.E85 N433,Herman Hesse's Narcissus and Goldmund,nan,New York,0,0,1976
1417626283,Zadie Smith,Tandem Library,nan,nan,White Teeth,nan,nan,34.666666666666664,5.4375,2001
3257056087,Bernhard Schlink,Diogenes,nan,nan,Der Vorleser.,nan,nan,4.0,50.44444444444444,2002
3518222635,Hans Blumenberg,Suhrkamp,nan,nan,Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher.,105,nan,0,0,1997
3458171703,Carlos Ruiz Zafón,Insel Verlag,nan,nan,Der Schatten des Windes,527,"Frankfurt am Main, Germany",2.0,19.27027027027027,2003
3404770005,Dan Brown,French & European Publishers,nan,nan,"Illuminati (Angels and Demons, German Edition)",800,nan,0.8181818181818182,20.637931034482758,2004
044050306X,Robert A. Wilson,Dell,nan,nan,Masks of the Illuminati,368,nan,0,1.0,1990
1595540016,Larry Burkett,WestBow Press,813/.54,PS3552.U7243 I45 2004,The illuminati : a novel,344,"Nashville, Tenn",0,1.1666666666666667,2004
1579510027,Robert Anton Wilson,Ronin Publishing,nan,nan,The Illuminati Papers,162,nan,0,0.6666666666666666,1997
1400079179,Dan Brown,Anchor Books,813/.54,PS3552.R685434 D3 2006,The Da Vinci Code,489,"New York, USA",3.2142857142857144,17.96153846153846,2006
8495618605,Dan Brown,Umbriel,nan,nan,El  código Da Vinci,nan,Barcelona,3.2142857142857144,17.96153846153846,2003
1932416595,Nick Hornby,Beliver Books,nan,nan,Housekeeping vs. the dirt,153,"San Francisco, CA",0,45.22222222222222,2006
1932416242,Nick Hornby,"McSweeney's, Believer Books",nan,nan,The Polysyllabic Spree,230,nan,0,101.0,2004
1573223565,Nick Hornby,Riverhead Books,nan,ML3470 .H67 2003,Songbook,206,New York,0,70.25,2003
1573226882,Nick Hornby,Riverhead Books,796.334/0941,GV943.2 .H67 1998,Fever pitch,239,New York,25.0,80.6,1998
1573228214,Nick Hornby,Riverhead Books,nan,nan,High fidelity,323,New York,39.5,43.9,2000
1596912316,Ruth Downie,Bloomsbury USA,nan,nan,Medicus,384,New York,1.0,109.16666666666667,2006
3442449332,Noah Gordon,Goldmann,nan,nan,Der Medicus. Sonderausgabe.,694,nan,0,0,2001
082641477X,Stephen Burn,Continuum,813/.54,PS3573.A425635 I5433 2003,David Foster Wallace's Infinite jest,96,New York,0,0,2003
1401301010,Anthony Kiedis,Hyperion,782.42166/092,ML420.K44 A3 2004,Scar tissue,465,New York,17.5,0.25,2004
3462030639,nan,Kiepenheuer & Witsch Verlag,nan,nan,Hin und weg.,207,nan,0,0,2001
2226126260,Eric-Emmanuel Schmitt,Distribooks,nan,nan,Monsieur Ibraham Er Les Fleurs Du Coran,129,nan,0,0.0,2007
9774248449,Sonallah Ibrahim,American University in Cairo Press,nan,nan,Zaat,344,nan,0,0,2004
1568821573,nan,Chaosium,nan,nan,H. P. Lovecraft's Dreamlands (Call of Cthulhu Horror Roleplaying),260,nan,0,0,2004
1594480117,Aidan Hartley,Riverhead Books,967/.00971241,DT352.7 .H378 2003,The Zanzibar chest,479,New York,9.0,107.83333333333333,2004
9500725878,Gabriel Garcia Márquez,Editorial Sudamericana / Mondadori,nan,nan,Memoria de mis putas tristes,112,"Buenos Aires, Argentina",0.0,1.4782608695652173,2004
968131574X,Gabriel Garcia Márquez,Diana,nan,nan,Cien años de soledad,432,"México, D.F",0.0,40.714285714285715,1986
006093266X,Gabriel Garcia Márquez,Perennial Classics,863,PQ8180.17.A73 A27 1999,Collected novellas,281,New York,0,1.0,1999
1400065550,Jon Meacham,Random House,nan,nan,American Gospel,416,nan,35.0,8.8,2006
141936538X,Neil Gaiman,"Recorded Books, LLC",nan,nan,American Gods,nan,nan,0.2857142857142857,18.166666666666668,2001
058243470X,John Steinbeck,Longman,nan,nan,Penguin Readers Level 6,112,nan,0,0,2001
1412040558,Harrison E. Livingstone,Trafford Publishing,nan,nan,The Radical Right and the Murder of John F. Kennedy,630,nan,0,0,2006
1843541858,Augusten Burroughs,Atlantic Books,nan,nan,Dry,304,nan,30.25,64.22222222222223,2005
1843544857,Augusten Burroughs,Atlantic Books,nan,nan,Running with Scissors,320,nan,8.333333333333334,42.0,2006
1842055062,Arthur Conan Doyle,Geddes & Grosset,nan,nan,The Adventures of Sherlock Holms,189,nan,0,0,2004
3442453305,Sven Regener,Goldmann,nan,nan,Herr Lehmann,nan,München,0,0,2003
033036734X,Helen Fielding,Macmillan General Books,nan,nan,Bridget Jones the Edge of Reason,432,nan,59.0,101.25,nan
8501058157,nan,Record,nan,nan,Bridget Jones,nan,nan,0,0,2000
8423671267,Carlos Ruiz Zafón,Edebé,[Fic],nan,Las luces de septiembre,279,Barcelona,0,0.0,2003
8423648990,nan,EDBE,nan,nan,Marina (Nomadas),238,nan,0,0.0,2005
9504915086,Carlos Ruiz Zafón,Planeta,nan,nan,El Principe de La Niebla,nan,nan,0,0,2006
1929229488,Ruby K. Payne,Aha! Process,362.50973,HV4045 .P39 2005,A framework for understanding poverty,199,"Highlands, Tex",17.5,37.8,2005
1932394699,David A. Black,Manning,nan,nan,Ruby For Rails,nan,nan,0,0.0,2006
2879293111,Jean-Pierre Carasso,Editions de l'Olivier,nan,nan,Tout est illuminé,352,nan,0,0,2003
2743604913,Jane Smiley,Rivages,nan,nan,Moo,482,nan,35.0,58.4,1999
3462031953,Gabriel Garcia Márquez,Kiepenheuer & Witsch,nan,nan,Chronik eines angekündigten Todes. Roman.,nan,nan,0,0,2002
1565124820,Edward Hemingway,Algonquin Books of Chapel Hill,641.8/74,TX951 .H46 2006,Hemingway and Bailey's bartending guide to great American writers,97,"Chapel Hill, N.C",0,80.6,2006
1561643424,Carlene Brennen,"Pineapple Press, Inc.",813/.52,PS3515.E37 Z58256 2005,Hemingway's Cats,nan,"Sarasota, Florida",35.0,4.142857142857143,2005
034541800X,John Irving,Ballantine Books,813/.54,PS3559.R8 W38 1997,The water-method man,272,New York,0,44.285714285714285,1997
1570031460,F. Scott Fitzgerald,University of South Carolina Press,813/.52,PS3511.I9 Z464 1996,F. Scott Fitzgerald on authorship,203,Columbia,35.0,23.0,1996
1572702567,F. Scott Fitzgerald,The Audio Partners,nan,nan,The Great Gatsby,nan,nan,14.6,6.551724137931035,2002
031242373X,Scott Turow,Picador,nan,nan,Ultimate Punishment,176,nan,18.5,40.0,2004
073660989X,John Irving,"Books on Tape, Inc.",nan,nan,The Cider House Rules   Part 2 Of 2,nan,nan,0,0,1985
849654642X,Noah Gordon,Ediciones B,nan,nan,Chaman,768,nan,0,0,2006
000664600X,Mark Haddon,HarperCollins Publishers Limited,nan,nan,Ocean Star Express,29,nan,0,21.5,2002
8478889108,Mark Haddon,Salamandra,nan,nan,El Curioso Incidente Del Perro A Medianoche,268,nan,0,0.0,2005
1589802543,Steven L. Layne,Pelican Publishing Company,nan,nan,This Side Of Paradise,215,nan,0,1.8333333333333333,2005
2226093524,Eric-Emmanuel Schmitt,A. Michel,nan,PQ2679.C37844 M55 1997,Milarepa,63,Paris,0,1.3333333333333333,1997
1553650433,Douglas Coupland,Douglas & McIntyre,971.064,F1021.2 .C68 2004,Souvenir of Canada 2,144,Vancouver,2.0,2.5,2004
1550549170,Douglas Coupland,Douglas & McIntyre,971.064,F1021.2 .C68 2002,Souvenir of Canada,143,Vancouver,2.0,46.333333333333336,2002
019518999X,Sunzi,Oxford University Press,nan,U,The illustrated Art of war,271,"New York, NY",0,55.666666666666664,2005
1568580398,nan,Four Walls Eight Windows,741.5/973,PN6720 .W67 1995,World War III illustrated,255,New York,0,0,1995
014200068X,John Steinbeck,Penguin Books,813/.52,PS3537.T3234 C3 2002,Cannery row,181,New York,0.0,66.22222222222223,2002
1883011159,John Steinbeck,Literary Classics of the United States,nan,nan,"The grapes of wrath and other writings, 1936-1941",1067,New York,8.166666666666666,1.7272727272727273,1996
006054094X,Gavin Menzies,Perennial,910/.951/09024,G322 .M455 2004,1421,649,"New York, NY",3.0,32.125,2004
1406922900,Arnold Bennett,Hard Press,nan,nan,How to Live on 24 Hours a Day,32,nan,0,0.16666666666666666,2006
1578660394,Dale Carnegie,Galahad,nan,nan,Dale Carnegie's Lifetime Plan for Success,538,nan,0,167.0,1998
046501691X,Alice Miller,"Basic Books, Inc.",nan,nan,The Drama of the Gifted Child,118,nan,0,33.916666666666664,1981
1591396190,W. Chan Kim,Harvard Business School Press,nan,HF5415.153 .K53 2005,Blue ocean strategy,240,"Boston, Mass",0,0.0,2005
